locus_tag,gene_name
slr0942_5'UTR,slr0942
slr0949_5'UTR,natD
slr0950_5'UTR,slr0950
sll0909_5'UTR,sll0909
ncr0960,ncr0960
ssr1600_5'UTR,ssr1600
slr1624_5'UTR,slr1624
sll1536_5'UTR,moeB
slr1635,NA
6803t22_5'UTR,6803t22_5'UTR
sll1526_5'UTR,sll1526
slr1643_5'UTR,petH
slr0442-as2,slr0442-as2
ssr0755_5'UTR,ssr0755
sll0427_5'UTR,psbO
6803t23_5'UTR,6803t23_5'UTR
6803t24_5'UTR,6803t24_5'UTR
sll0421_5'UTR,purB
sll0420_5'UTR,ureB
sll0264_5'UTR,sll0264
sll0263_5'UTR,sll0263
sll0262_5'UTR,desD
slr0284_5'UTR,slr0284
slr0291_5'UTR,slr0291
slr0399_5'UTR,ycf39
6803t25_5'UTR,6803t25_5'UTR
slr0148_5'UTR,slr0148
ssl0259_5'UTR,ssl0259
sll0142-as,sll0142-as
ssl0242_5'UTR,ssl0242
ssr0256,ssr0256
ncr1050,ncr1050
ncr1070,ncr1070
slr1926-as,slr1926-as
slr1926-as2,slr1926-as2
slr1931_5'UTR,pilA8
sll1860-as,sll1860-as
6803t26_5'UTR,6803t26_5'UTR
slr1936,slr1936
sll1845_5'UTR,sll1845
slr1942_5'UTR,kaiC3
ssr3304_5'UTR,ssr3304
ssr3307-as,ssr3307-as
ncl1090,ncl1090
slr0989_5'UTR,slr0989
slr0320-as,slr0320-as
slr0320-as4,slr0320-as4
slr0320-as2,slr0320-as2
slr0320-as3,slr0320-as3
ncr1090,ncr1090
slr0322_5'UTR,hik43
sll0300_5'UTR,ribC
slr0326_5'UTR,slr0326
slr0331_5'UTR,ndhD1
sll0294_5'UTR,sll0294
ssl0312_5'UTR,ssl0312
sll0169_5'UTR,sll0169
slr0179_5'UTR,slr0179
slr0180_5'UTR,slr0180
ssl0296,ssl0296
sll0156_5'UTR,sll0156
slr0373_5'UTR,slr0373
sll0329_5'UTR,gnd
sll0765-as2,sll0765-as2
sll0765-as,sll0765-as
6803t28_5'UTR,6803t28_5'UTR
smr0001,psbT;  ycf8
sll0754_5'UTR,sll0754
sll0321_5'UTR,sll0321
slr0348_5'UTR,slr0348
slr0351-as,slr0351-as
sll0317,sll0317
6803r02,6803r02
6803t29,6803t29
6803r03,6803r03
6803r03_5'UTR,6803r03
ncr1240,ncr1240
slr0357_5'UTR,hisS
sll0022_5'UTR,sll0022
slr0001_5'UTR,slr0001
sll0020_5'UTR,clpC
sll0019_5'UTR,sll0019
sll0012,sll0012
sll0010-as2,sll0010-as2
6803t30_5'UTR,6803t30_5'UTR
sll0208_5'UTR,sll0208
sll0207-as4,sll0207-as4
sll0200,sll0200
sll0199_5'UTR,petE
ncl1260,ncl1260
sll0198_5'UTR,sll0198
sll0195_5'UTR,sll0195
sll0194_5'UTR,ycf43
slr0229_5'UTR,mmsB
slr0230,slr0230
slr0435-as,slr0435-as
sll0401-as,sll0401-as
ssl0109,ssl0109
ssr0109-as,ssr0109-as
slr0054_5'UTR,dgkA
slr0056-as,slr0056-as
ssl0105,ssl0105
sll0063a,sll0063a
6803t32_5'UTR,6803t32_5'UTR
sll0053_5'UTR,accC
slr0483_5'UTR,slr0483
sll0455_5'UTR,thrA
sll0615_5'UTR,sll0615
slr0634_5'UTR,slr0634
ncr1360,ncr1360
slr0645_5'UTR,slr0645
slr0415-as,slr0415-as
ssr0693_5'UTR,ssr0693
slr0192_5'UTR,slr0192
slr0199_5'UTR,slr0199
sll0184-as,sll0184-as
slr0207_5'UTR,slr0207
slr0211_5'UTR,slr0211
sll0887_5'UTR,sll0887
sll0886_5'UTR,sll0886
slr0898_5'UTR,nirA
slr0915_5'UTR,slr0915
slr0920_5'UTR,slr0920
slr0923_5'UTR,ycf65
6803t35_5'UTR,6803t35_5'UTR
ssl1045_5'UTR,ssl1045
sll0542_5'UTR,acs
sll0540_5'UTR,sll0540
slr0829-as,slr0829-as
sll0833_5'UTR,sll0833
ssr1425_5'UTR,ycf34
ssl1533_5'UTR,ssl1533
slr0845_5'UTR,slr0845
slr0846_5'UTR,slr0846
sll0080_5'UTR,argC
slr0086_5'UTR,slr0086
slr0503_5'UTR,ycf66
sll0480_5'UTR,sll0480
sll0479_5'UTR,sll0479
sll0478_5'UTR,sll0478
sll0595_5'UTR,sll0595
slr0615_5'UTR,slr0615
sll0584_5'UTR,ycf36
slr0624_5'UTR,slr0624
slr0626_5'UTR,slr0626
6803t36_5'UTR,6803t36_5'UTR
slr0110_5'UTR,slr0110
sll0288_5'UTR,minC
slr0301_5'UTR,ppsA
slr0304-as,slr0304-as
ssl0511_5'UTR,ssl0511
ssl1493_5'UTR,ssl1493
sll0798-as5,sll0798-as5
sll0798-as3,sll0798-as3
sll0794_5'UTR,corR;  coaR
sll0790-as,sll0790-as
ncl1560,ncl1560
slr0801_5'UTR,slr0801
slr0704,slr0704
ssr1176,ssr1176
slr0707-as,slr0707-as
sll0667,sll0667
slr0709_5'UTR,slr0709
sll0659-as2,sll0659-as2
sll0658_5'UTR,sll0658
ssl1255_5'UTR,ssl1255
slr0765_5'UTR,slr0765
sll0043-as,sll0043-as
sll0038_5'UTR,pixG;  pisG;  taxP1;  rer1
slr0033-as,slr0033-as
slr0036_5'UTR,aspC
sll0034_5'UTR,sll0034
slr0042-as2,slr0042-as2
slr0042-as,slr0042-as
slr0527_5'UTR,exsB
slr0537_5'UTR,slr0537
sll0503-as2,sll0503-as2
6803t38_5'UTR,6803t38_5'UTR
6803t37,6803t37
sll0902_5'UTR,argF
sll0899-as2,sll0899-as2
sll0899_5'UTR,glmU
sll0898_5'UTR,sll0898
sll0896_5'UTR,ruvC
sll0534_5'UTR,clpP2
sll0528_5'UTR,sll0528
sll0525_5'UTR,sll0525
slr1431-as,slr1431-as
sll1329_5'UTR,sll1329
ssr2439-as,ssr2439-as
sll1366_5'UTR,sll1366
ncr1640,ncr1640
ncl1670,ncl1670
slr0651_5'UTR,slr0651
6803r04,rrn16Sb
6803t40,6803t40
6803r05,rrn23Sb
slr0654_5'UTR,slr0654
slr0655_5'UTR,slr0655
slr0656_5'UTR,slr0656
slr0661_5'UTR,proC
slr0662_5'UTR,speA1
sll1498-as2,sll1498-as2
sll1498-as,sll1498-as
slr1557-as2,slr1557-as2
6803t42_5'UTR,6803t42_5'UTR
sll1474,NA
ncl1730,ncl1730
slr0757-as,slr0757-as
slr1658_5'UTR,slr1658
ssl2999_5'UTR,ssl2999
sll1543_5'UTR,sll1543
slr1668_5'UTR,slr1668
sll1542_5'UTR,sll1542
sll0444_5'UTR,sll0444
slr0452_5'UTR,ilvD
ssl0832_5'UTR,ssl0832
sll0436_5'UTR,sll0436
ssr0817,ssr0817
slr1176_5'UTR,glgC
sll1110_5'UTR,prfA
sll1109_5'UTR,sll1109
slr1185-as,slr1185-as
slr1188_5'UTR,im30
sll1106_5'UTR,sll1106
sll0577_5'UTR,sll0577
sll0574_5'UTR,rfbA
slr0594_5'UTR,slr0594
sll0567_5'UTR,fur
slr0597_5'UTR,purH
slr0603_5'UTR,dnaE
